X_features	Y_features	association	p-values	q-values
Unclassified	CD79A_973	-0.097516211208893	0.12036042927726495	0.5346317341604843
Unclassified	MMP7_4316	-0.019282654006484483	0.7592734912294358	0.9413376310241626
Unclassified	MT1M_4499	0.20612552107457155	0.0009295784810763884	0.07608034580670178
Unclassified	SUSD2_56241	0.2302208777211672	0.00020873434197847394	0.041385423647680115
Unclassified	S100A8_6279	-0.11661793654469664	0.06296491747193107	0.4247118144645719
Unclassified	GPR112_139378	0.0830498784159333	0.18617835347120337	0.6252917032814357
Unclassified	KCNJ13_3769	0.18672562528948586	0.0027580497708990835	0.11863201129781888
Unclassified	STAP1_26228	-0.06965753821213526	0.2677653658145417	0.7053001251300063
Unclassified	SLC13A1_6561	0.22144583719314498	0.0003664002405374035	0.053761832427994184
Unclassified	MGAM_8972	0.1865266037517369	0.0027875476378585624	0.11938933711089435
Unclassified	MUC1_4582	-0.0819129226493747	0.1922983552126878	0.6327967142363199
Unclassified	MAOB_4129	0.24222875173691524	9.328387567869074e-05	0.03417921204867229
Unclassified	CD180_4064	-0.06727796433534043	0.2844943135283784	0.7179022228310857
Unclassified	NOS2_4843	-0.15379298865215377	0.013953640485170822	0.234609667481947
Unclassified	MMP3_4314	-0.04575975567392311	0.466910033511445	0.8324038168301792
Unclassified	KDM5D_8284	0.1202263779527559	0.05518849160739607	0.40390426903463406
Unclassified	NPC1L1_29881	0.11659550138953219	0.06301594664087877	0.4247173421789216
Unclassified	GSTA1_2938	0.17897391732283463	0.004142148585880609	0.14049552777844965
Unclassified	AIM2_9447	-0.05444433186660492	0.3866123746453395	0.7912260046810201
Unclassified	CHI3L1_1116	-0.04425877142195461	0.4816641867652377	0.8395872273302337
Unclassified	CXCL9_4283	-0.03954811255210746	0.5295612134474905	0.8594275034865904
Unclassified	UGT2B15_7366	0.01302541685965725	0.8360207160522628	0.9624910623207438
Unclassified	G6PC_2538	0.16797417786012042	0.007182082184137531	0.17651309305521512
Unclassified	TMEM252_169693	0.11880500231588699	0.058150975311596145	0.4110384596279861
Unclassified	ARG2_384	0.1793545912459472	0.004061728359507533	0.139660029178262
Unclassified	TREH_11181	0.18149751042149145	0.0036347401782913153	0.13307106807661084
Unclassified	LCN2_3934	-0.05914558244557666	0.3468777404639831	0.7650892891267237
Unclassified	FLVCR1_28982	0.09455332329782307	0.1321049341618027	0.551716094738494
Unclassified	HLA-DRB5_3127	0.11511912343677627	0.06644943910044188	0.4323865381651053
Unclassified	UGT2B7_7364	0.15559503821213527	0.012860281356573073	0.22804587674900553
Unclassified	HLA-DQA1_3117	0.03694201597962019	0.5570567107858441	0.8720969869763001
Unclassified	DPEP1_1800	0.170728635942566	0.0062757009850976115	0.16760997681067027
Unclassified	TMIGD1_388364	0.15405207850856878	0.013791584745736834	0.23333352372746172
Unclassified	XPNPEP2_7512	0.17914688513200558	0.004105431480759908	0.14022589079039954
Unclassified	CA2_760	-0.17055711556276057	0.0063290002922333	0.16841422358138758
Unclassified	CLDN1_9076	-0.09002865910143586	0.15171736864896915	0.5804014320358164
Unclassified	SERPINA3_12	-0.03391327003242242	0.5898551745942128	0.8852735151305633
Unclassified	AGXT2_64902	0.1651430060213062	0.008233706408101891	0.18691541665280156
Unclassified	CD22_933	0.0007816118573413617	0.9900905119428518	0.9982556218098806
Unclassified	HSD3B2_3284	-0.03890328276980084	0.5363000932483758	0.8625037738226726
Unclassified	PLB1_151056	0.25002315886984716	5.4083897136502216e-05	0.028471752745423008
Unclassified	CPA2_1358	0.048934691987031036	0.43653868671010965	0.8175037642273144
Unclassified	CYP3A4_1576	0.07675717924965261	0.22189876739875722	0.6647264554912179
Unclassified	CCL20_6364	-0.24350683186660493	8.541115884818859e-05	0.03388577758287667
Unclassified	GSTM1_2944	0.07453103288559519	0.23563493808480623	0.677762048765753
Unclassified	GREM1_26585	0.03451901922186197	0.5832251483839088	0.8825941449193134
Unclassified	SLC5A11_115584	0.17654223598888374	0.00469063600595479	0.14815939936050304
Unclassified	DAB1_1600	0.16568289717461787	0.008023184919619309	0.18521263574524413
Unclassified	SLC6A14_11254	-0.10887925544233443	0.08269077304468593	0.46761790411737447
Unclassified	SLC5A12_159963	0.20111524432607691	0.0012429846787837232	0.08461121093480764
Unclassified	NAT8_9027	0.21261145206113946	0.000631737847602503	0.06387106715274754
Unclassified	RBMY2EP_159125	0.022875173691523854	0.7162014385522593	0.9289150307350701
Unclassified	SLC15A1_6564	0.20407596109309867	0.0010477541514803625	0.0775395608192062
Unclassified	IGKV2-40_28916	-0.04130094951366373	0.511461807467636	0.852076125454853
Unclassified	PCK1_5105	0.017176644279759148	0.7848827669793339	0.9480808655309448
Unclassified	SLC23A3_151295	0.2071987899490505	0.0008727141545103165	0.07401908940106017
Unclassified	FGF19_9965	-0.023245715609078278	0.7118068731324345	0.9276714253176583
Unclassified	ASAH2_56624	0.2728903716998611	9.847835209475053e-06	0.014817070589765852
Unclassified	ABCG5_64240	0.0849604851783233	0.17621823705402123	0.6122123383959777
Unclassified	MEP1B_4225	0.16277501157943494	0.00921623570176038	0.19772351282831094
Unclassified	SLC28A2_9153	0.07217823645206116	0.25079119394882615	0.6918311158269871
Unclassified	CCL19_6363	-0.008680233904585458	0.8902927302033466	0.976125771385977
Unclassified	NAT8B_51471	0.2007910201482168	0.001266279507670372	0.08541325692386309
Unclassified	CLCA4_22802	-0.1299733672996758	0.038068431943305295	0.3481093048007177
Unclassified	FOLH1B_219595	-0.16966188050023162	0.006613818876747955	0.1714277897878078
Unclassified	LINC00955_285492	0.06152732746641964	0.3277712436894985	0.7515731932001117
Unclassified	MMP1_4312	-0.08974279180176008	0.15302680927495677	0.5816814838402627
Unclassified	VTRNA1-1_56664	-0.08580723135710978	0.17193259601069752	0.6065048134394169
Unclassified	GSTT1_2952	-0.15101030569708201	0.01580229537652827	0.24701198916211425
Unclassified	LOC654433_654433	0.169310155164428	0.006728818730422865	0.17284346486447963
Unclassified	SELL_6402	-0.020887853172765168	0.7399272191668789	0.936037958885667
Unclassified	PI3_5266	-0.09774418133395091	0.11949157936376001	0.533501941215392
Unclassified	LRAT_9227	0.21278297244094488	0.0006252199646156459	0.06377522133495898
Unclassified	CPO_130749	0.22206606067623902	0.0003523648228665065	0.053761832427994184
Unclassified	SLC5A9_200010	0.23970009263547942	0.00011090758868758749	0.037227093122738975
Unclassified	AADAC_13	0.19610279643353404	0.001651046544946385	0.09568316474768017
Unclassified	GPR110_266977	-0.05683620889300602	0.36606260910889754	0.7775599871639295
Unclassified	C6_729	0.1365845009263548	0.029213534385997986	0.31543927923212883
Unclassified	SPIC_121599	-0.047830303381195004	0.44697278099690496	0.8216030630421673
Unclassified	MT1H_4496	0.21374913154238073	0.0005896525644966059	0.06295125280639755
Unclassified	PNLIPRP2_5408	0.11810951250578972	0.059647709876645146	0.41511398151502016
Unclassified	FMO1_2326	0.16985873089393239	0.006550226435419853	0.17064867505246262
Unclassified	NAALADL1_10004	0.1692652848540991	0.006743617265148947	0.1729326263963168
Unclassified	FDCSP_260436	0.010045883510884668	0.8731679985403987	0.970841220717316
Unclassified	SLC13A2_9058	0.13975871352477998	0.02563035110878266	0.3007488490456036
Unclassified	GIP_2695	0.1091810444650301	0.08183772448398437	0.4658423789916088
Unclassified	CYP2B6_1555	0.006614028485409912	0.9162966103931389	0.9814184632626503
Unclassified	MUC4_4585	-0.10214364289022695	0.10366309734705763	0.5073998852206211
Unclassified	ABCA8_10351	0.2158949455766559	0.0005172521232513783	0.05887150693399865
Unclassified	AQP9_366	-0.14997249884205652	0.016544684641581976	0.2514720316915193
Unclassified	AGMO_392636	0.16545709819360815	0.008110641519653152	0.18527051451377274
Unclassified	SLC6A19_340024	0.12835658869847152	0.04055023940566071	0.35818726418114955
Unclassified	C10orf99_387695	-0.002955650764242705	0.9625401869916004	0.9919745407217501
Unclassified	ASPA_443	0.17639170333487725	0.004726646423291501	0.1483964633778156
Unclassified	CEACAM6_4680	-0.17287444997684112	0.005642036376726315	0.15967703616397594
Unclassified	CCL21_6366	0.022114549559981475	0.7252515092737022	0.9320097037957351
Unclassified	HLA-DQB1_3119	0.08241300949513664	0.18958861857094192	0.629305604475224
Unclassified	SOAT2_8435	0.2199368920796665	0.0004027456966407478	0.053761832427994184
Unclassified	HMGCS2_3158	-0.12449701829550716	0.047030688377664026	0.3782274851092208
Unclassified	CTSE_1510	-0.040563484251968505	0.5190373939851589	0.8554789149713685
Unclassified	CXCL13_10563	0.044727738536359425	0.47702750409498007	0.8370506757423121
Unclassified	CR2_1380	0.06389097962019454	0.30949452004976824	0.7376948243194571
Unclassified	SLC5A4_6527	0.21735033580361277	0.00047293296825939087	0.05658034552745641
Unclassified	IGLV7-46_28775	-0.19383105604446502	0.0018735983252077932	0.1015512465023869
Unclassified	DUOXA2_405753	-0.12525330013895325	0.04569673075142096	0.37444575317692097
Unclassified	UBD_10537	-0.08164804307549793	0.19374502819852088	0.6345243394555108
Unclassified	CCL18_6362	-0.0642839566929134	0.30652204250767306	0.7352804455481813
Unclassified	UGT2B17_7367	0.01982616373320982	0.7527055031850682	0.9393777088174953
Unclassified	BANK1_55024	-0.006450468967114405	0.9183592394555802	0.9817741241616283
Unclassified	MMP12_4321	-0.18676398216767023	0.002752397411230971	0.11863105157257853
Unclassified	SULT1C2_6819	-0.18567623899953684	0.0029168373668896595	0.12244835142396555
Unclassified	GRIA4_2893	0.11063209240389071	0.07783472110931462	0.45903041807965617
Unclassified	GCNT4_51301	0.09763128184344604	0.11992125443735442	0.5337602967182539
Unclassified	MUC12_10071	-0.10541989925891618	0.09298962610132112	0.4890473401615489
Unclassified	LEAP2_116842	0.050505876563223716	0.42193751647740674	0.8097009807421849
Unclassified	APOA4_337	0.02405627605372858	0.7022270469813594	0.9250559042440182
Unclassified	PLA2G7_7941	-0.10643020495599816	0.08988123885625238	0.4821558932171032
Unclassified	CXCL10_3627	-0.12656322371468273	0.043461236005402824	0.3680560982046105
Unclassified	POSTN_10631	-0.05919045275590551	0.34651139986186075	0.7646385416518325
Unclassified	C3_718	0.05057245831403427	0.42132511832243325	0.8093979191222258
Unclassified	TCL1A_8115	0.007727825382121352	0.9022662497587106	0.9792479938192393
Unclassified	MS4A1_931	0.005034883047707272	0.9362323814825929	0.9858929729359381
Erysipelotrichaceae 77	NCRNA00185_55410	-0.1818620438815951	0.0035662843092380946	0.13257777708044213
Erysipelotrichaceae 77	FOLH1_2346	-0.013599103237828654	0.8289071979112206	0.9611555188595235
Erysipelotrichaceae 77	NA_84663	-0.18704659896750792	0.0027110735511067805	0.11819516325003691
Erysipelotrichaceae 77	BTNL3_10917	-0.06085681117735825	0.3330801972174169	0.7558099339325509
Erysipelotrichaceae 77	SLC6A4_6532	-0.03760481720489631	0.5499987740090317	0.8689725701205474
Erysipelotrichaceae 77	CUBN_8029	-0.04026035118261048	0.5221679379926534	0.8572209889595026
Erysipelotrichaceae 77	FCRL3_115352	0.0805759229662473	0.19968170360722612	0.641648917786498
Erysipelotrichaceae 77	MFAP5_8076	-0.014274525365307477	0.8205500729218527	0.9583480207658226
Erysipelotrichaceae 77	CLDN8_9073	0.0021783290822776444	0.9723873259983336	0.9943891079973273
Erysipelotrichaceae 77	IL1B_3553	0.0582733936562083	0.35404729590841233	0.7695188897227925
Erysipelotrichaceae 77	IGLV6-57_28778	0.07526032197640635	0.23107059037662822	0.673178108215099
Erysipelotrichaceae 77	GSTA2_2939	0.0014678789616104746	0.9813910323957433	0.9965646135392805
Erysipelotrichaceae 77	SLC2A12_154091	-0.06344311335677075	0.3129051857590077	0.7403552982260967
Erysipelotrichaceae 77	TMPRSS15_5651	-0.0037970344616167643	0.9518879521285896	0.9897342102699196
Erysipelotrichaceae 77	EIF1AY_9086	-0.16267206083686883	0.009261218034826255	0.1981147996240273
Erysipelotrichaceae 77	REG1B_5968	-0.0004916281867493813	0.9937669076450126	0.999000068190091
Erysipelotrichaceae 77	CXCL11_6373	0.04214032418173092	0.5029097158747303	0.849019387217114
Erysipelotrichaceae 77	GPR15_2838	0.09200741156677357	0.14288504166135496	0.5679686606570089
Erysipelotrichaceae 77	SLC10A2_6555	0.048878885883093776	0.4370625646584819	0.8177403268662311
Erysipelotrichaceae 77	ZG16_653808	0.0502041803077258	0.4247189176035544	0.8108774181713014
Erysipelotrichaceae 77	TAS2R43_259289	0.06532473473204121	0.2987407352164976	0.7304214078906218
Erysipelotrichaceae 77	ZFY_7544	-0.17837861298252344	0.004270792910637823	0.14285540274369032
Erysipelotrichaceae 77	APOC3_345	-0.09335619535154367	0.13709320528904526	0.5610140102071366
Erysipelotrichaceae 77	MS4A10_341116	-0.015907654035959444	0.8004283134423988	0.9523709961723397
Erysipelotrichaceae 77	TCN1_6947	-0.047068144682275014	0.4542550262594762	0.8253488229506414
Erysipelotrichaceae 77	TM4SF4_7104	-0.058308833743434166	0.3537541700557423	0.7695188897227925
Erysipelotrichaceae 77	SLC2A2_6514	-0.07682998816528178	0.22145934666679434	0.6644070534088289
Erysipelotrichaceae 77	SLC23A1_9963	-0.014771922868581998	0.8144085467476042	0.9565543529335079
Erysipelotrichaceae 77	CASP5_838	0.036499993090332104	0.5617879059327366	0.8745389573676721
Erysipelotrichaceae 77	RBP2_5948	0.038310734291150866	0.5425301965866092	0.8660212952623275
Erysipelotrichaceae 77	SNORA36A_677817	0.05310037720334579	0.3984599336897282	0.7974770565893005
Erysipelotrichaceae 77	MS4A12_54860	-0.048012664216247836	0.44524020570141365	0.8209622405891721
Erysipelotrichaceae 77	CEACAM7_1087	0.008549302902181614	0.8919373612152678	0.9764959397537712
Erysipelotrichaceae 77	SNORD45B_26804	-0.024155304102683767	0.7010598383216587	0.9247541992682069
Erysipelotrichaceae 77	UTY_7404	-0.14029123365970297	0.025067830893953782	0.29728292463570255
Erysipelotrichaceae 77	ABCC2_1244	0.021948128437780427	0.7272367718971737	0.9328509775350946
Erysipelotrichaceae 77	PIK3C2G_5288	-0.0059044833694426955	0.9252484752172174	0.9833247514780963
Erysipelotrichaceae 77	CA1_759	-0.0036503289842632187	0.9537447373181033	0.9899161689047568
Erysipelotrichaceae 77	PGC_5225	-0.026416876180538423	0.6745991073494584	0.9159311479063817
Erysipelotrichaceae 77	PDZK1_5174	-0.02825770024609541	0.653350845827926	0.9095344424625557
Erysipelotrichaceae 77	ITLN2_142683	0.03135087809164516	0.6182752498348001	0.8963630920969214
Erysipelotrichaceae 77	CYP4F11_57834	0.026383496563500114	0.6749868572233074	0.9161332426567393
Erysipelotrichaceae 77	NTS_4922	-0.07467556053717972	0.23472539182411975	0.6771814227751384
Erysipelotrichaceae 77	CR1_1378	0.10334164597444748	0.09965318168060826	0.49962952610529376
Erysipelotrichaceae 77	NOX1_27035	0.037287916890051155	0.553367865550376	0.8703287347392674
Erysipelotrichaceae 77	APOA1_335	-0.12016497296175407	0.05531383830580163	0.40412620055807663
Erysipelotrichaceae 77	DSG3_1830	-0.0773850788338077	0.2181295982785598	0.660198253819144
Erysipelotrichaceae 77	PRKG2_5593	0.012294825609109633	0.845099063401741	0.9644394977175358
Erysipelotrichaceae 77	BEST2_54831	0.0024700916608346953	0.9686906962663315	0.9935408372300227
Erysipelotrichaceae 77	SLCO4C1_353189	0.0806830674159999	0.1990825370568087	0.6406225108692362
Erysipelotrichaceae 77	CYP4F2_8529	-0.014573293542502197	0.8168597493366314	0.9570779360352447
Erysipelotrichaceae 77	RPS4Y1_6192	-0.16828725419197954	0.007073486114432349	0.17511715970478872
Erysipelotrichaceae 77	C17orf78_284099	-0.060338808972208224	0.3372191514472276	0.7587271131804738
Erysipelotrichaceae 77	SLC44A5_204962	-0.07070008935732114	0.26065206936392415	0.7007845480990741
Erysipelotrichaceae 77	HSD3B1_3283	0.008674579489584642	0.8903637459566469	0.976125771385977
Erysipelotrichaceae 77	ENPP3_5169	-0.0763012715151565	0.22466440706382426	0.6662973414183222
Erysipelotrichaceae 77	VTRNA1-2_56663	-0.012569692332128776	0.8416810939842265	0.9635853176274648
Erysipelotrichaceae 77	USP9Y_8287	-0.15712527509198482	0.011991746450669232	0.22163922011325699
Erysipelotrichaceae 77	TLR10_81793	0.09243557727174642	0.14102656931382584	0.5658465622115422
Erysipelotrichaceae 77	DUOX2_50506	0.029873108873134456	0.6349312570245136	0.9023712518924285
Erysipelotrichaceae 77	TXLNG2P_246126	-0.15830798497963838	0.011356303228204214	0.2159064706732059
Erysipelotrichaceae 77	LCT_3938	0.022831245960164268	0.7167230375778171	0.9290175767352421
Erysipelotrichaceae 77	TRPM6_140803	0.012242077572308357	0.8457553192571404	0.964657952055257
Erysipelotrichaceae 77	RARRES1_5918	-0.07187909039863712	0.2527656386332218	0.6935042382676307
Erysipelotrichaceae 77	GUCA2B_2981	-0.0673885016718911	0.28370197600593733	0.7169250993749685
Erysipelotrichaceae 77	ABCG2_9429	-0.03077806737950632	0.6247089287614782	0.8992257078681865
Erysipelotrichaceae 77	SULT2A1_6822	0.03284265850743122	0.6016568385954624	0.8896851866262466
Erysipelotrichaceae 77	FCRL5_83416	0.0759003040166593	0.22711692797915697	0.6685813345013278
Erysipelotrichaceae 77	CDHR1_92211	-0.050775754737752116	0.4194584720167358	0.8087487612198707
Erysipelotrichaceae 77	CYP2C8_1558	-0.06683258681529015	0.2877018737273112	0.7205680412620152
Erysipelotrichaceae 77	PI15_51050	0.09196537797494755	0.1430684927918379	0.5683814391242699
Erysipelotrichaceae 77	MME_4311	-0.0382625192887622	0.5430387063107698	0.8663553725346486
Erysipelotrichaceae 77	GABRA2_2555	-0.05701691893584044	0.36453806755383267	0.7766614626916781
Erysipelotrichaceae 77	WDR49_151790	-0.10136359459439968	0.10634184849308612	0.5124007213307987
Erysipelotrichaceae 77	UGT2A3_79799	0.01072145057389661	0.8647179215579748	0.9687881418886384
Erysipelotrichaceae 77	GUCA2A_2980	-0.03734519796126503	0.5527581444042776	0.8701262420936902
Erysipelotrichaceae 77	TDO2_6999	0.01433798784708401	0.8197658639586995	0.9580495961243025
Erysipelotrichaceae 77	DDX3Y_8653	-0.21370042921961455	0.0005913996707580115	0.06299094167608586
Erysipelotrichaceae 77	CD79A_973	0.06638917363092944	0.29091928964382946	0.723742719483291
Erysipelotrichaceae 77	MMP7_4316	-0.027218399083495295	0.6653143159742305	0.9135763488677086
Erysipelotrichaceae 77	MT1M_4499	-0.012865575851060925	0.83800509412564	0.9630285204144241
Erysipelotrichaceae 77	SUSD2_56241	-0.09214175422300182	0.14229992072236494	0.5671164917908822
Erysipelotrichaceae 77	S100A8_6279	-0.019723232729264156	0.7539480135473726	0.939770197559139
Erysipelotrichaceae 77	GPR112_139378	0.07638369032265847	0.22416263133237463	0.6659834604919593
Erysipelotrichaceae 77	KCNJ13_3769	-0.03567085988686207	0.5707142651666487	0.8779039881988483
Erysipelotrichaceae 77	STAP1_26228	0.05878232979253311	0.3498525090130693	0.7670839484517966
Erysipelotrichaceae 77	SLC13A1_6561	-0.02816868793399326	0.6543720666476891	0.909884505154276
Erysipelotrichaceae 77	MGAM_8972	-0.053462607862317046	0.39524550406448566	0.7959493484490019
Erysipelotrichaceae 77	MUC1_4582	0.02613005873043149	0.6779336757722548	0.9168471642932492
Erysipelotrichaceae 77	MAOB_4129	-0.0802326486330015	0.20161015666068433	0.643734614861222
Erysipelotrichaceae 77	CD180_4064	0.10626339270039309	0.09038865805008123	0.4837879933658192
Erysipelotrichaceae 77	NOS2_4843	0.00023571778945569668	0.9970114362204163	0.9995037405858769
Erysipelotrichaceae 77	MMP3_4314	-0.012739062981545368	0.8395764404642407	0.963321079032033
Erysipelotrichaceae 77	KDM5D_8284	-0.21476651649465284	0.0005542301591115724	0.06058172144942725
Erysipelotrichaceae 77	NPC1L1_29881	0.002213357075465991	0.9719434888739291	0.9942378618905581
Erysipelotrichaceae 77	GSTA1_2938	0.008476774351579862	0.8928485954111949	0.9767228398603269
Erysipelotrichaceae 77	AIM2_9447	0.08864925725510492	0.15811478771601192	0.5898396511960344
Erysipelotrichaceae 77	CHI3L1_1116	-0.007135408259484944	0.9097253583607923	0.980537001792963
Erysipelotrichaceae 77	CXCL9_4283	0.007750252563449803	0.9019840339209785	0.9792479938192393
Erysipelotrichaceae 77	UGT2B15_7366	-0.10021550060589693	0.11038338309875027	0.5199052803293668
Erysipelotrichaceae 77	G6PC_2538	-0.01049067791289103	0.8676027758485143	0.9696292078370602
Erysipelotrichaceae 77	TMEM252_169693	0.008018525781868787	0.8986091416926211	0.9782348994467114
Erysipelotrichaceae 77	ARG2_384	-0.10388025288147301	0.09789092327842182	0.49697133928249154
Erysipelotrichaceae 77	TREH_11181	-0.1259676691039318	0.04446594847322857	0.3709595070698681
Erysipelotrichaceae 77	LCN2_3934	0.018925006578607365	0.7636049138580184	0.9422453519592227
Erysipelotrichaceae 77	FLVCR1_28982	-0.06718781187562375	0.28514163217921473	0.7184989685135377
Erysipelotrichaceae 77	HLA-DRB5_3127	0.013442919597612379	0.8308424672310326	0.9615551877288445
Erysipelotrichaceae 77	UGT2B7_7364	-0.026999165055539998	0.667848919527908	0.9141196570181646
Erysipelotrichaceae 77	HLA-DQA1_3117	0.02060964700394808	0.7432689235990372	0.9369408971091713
